epoch,train_loss,train_exact_match,train_token_error_rate,train_top5_accuracy,val_loss,val_exact_match,val_token_error_rate,val_top5_accuracy
23,5.356909265612612,0.0199501246882793,0.9800498753117207,0.09405940594059406,5.473582446575165,0.016042780748663103,0.983957219251337,0.09201388930281003
24,5.274394786003793,0.02369077306733167,0.9763092269326683,0.10272277227722772,5.418612122535706,0.0213903743315508,0.9786096256684492,0.052083333333333336
25,5.218985496181072,0.028678304239401497,0.9713216957605985,0.1150990099009901,5.364724318186442,0.0213903743315508,0.9786096256684492,0.1024305559694767
26,5.093081851996998,0.034912718204488775,0.9650872817955112,0.14232673267326731,5.212072908878326,0.0427807486631016,0.9572192513368984,0.13541666666666666
27,5.011125843123634,0.04488778054862843,0.9551122194513716,0.17202970297029702,5.213049530982971,0.016042780748663103,0.983957219251337,0.08854166666666667
28,4.905412588969315,0.048628428927680795,0.9513715710723192,0.1707920792079208,5.159708261489868,0.03208556149732621,0.9679144385026738,0.1493055559694767
29,4.786858653077985,0.05610972568578554,0.9438902743142145,0.20668316831683167,5.131799201170604,0.0427807486631016,0.9572192513368984,0.15972222263614336
30,4.707356077609676,0.0773067331670823,0.9226932668329177,0.2561881188118812,5.089942296346028,0.06417112299465241,0.9358288770053476,0.16666666666666666
31,4.607604019712694,0.06608478802992519,0.9339152119700748,0.27722772277227725,5.088505685329437,0.0427807486631016,0.9572192513368984,0.18576388930281004
32,4.408120193103753,0.10349127182044887,0.8965087281795511,0.3415841584158416,5.128829767306645,0.0481283422459893,0.9518716577540107,0.17534722263614336
33,4.321323151635651,0.11845386533665836,0.8815461346633416,0.3650990099009901,5.178298890590668,0.06951871657754011,0.93048128342246,0.19270833333333334
34,4.238564569171112,0.1433915211970075,0.8566084788029925,0.3997524752475248,5.224787165721257,0.0481283422459893,0.9518716577540107,0.23958333333333334
35,4.0729456160328175,0.15586034912718205,0.844139650872818,0.4319306930693069,5.119889080524445,0.06951871657754011,0.93048128342246,0.25
36,3.8953534683378614,0.20074812967581046,0.7992518703241895,0.49876237623762376,5.035255581140518,0.09090909090909091,0.9090909090909091,0.2899305559694767
37,3.7116856763858608,0.24064837905236908,0.7593516209476309,0.5334158415841584,5.043085555235545,0.0748663101604278,0.9251336898395722,0.2586805559694767
38,3.524471061064465,0.2743142144638404,0.7256857855361596,0.5977722772277227,5.079353471597035,0.06951871657754011,0.93048128342246,0.2708333333333333
39,3.46687107747144,0.2967581047381546,0.7032418952618454,0.6188118811881188,5.04529470205307,0.0962566844919786,0.9037433155080213,0.3315972226361434
40,3.3252184202175328,0.3192019950124688,0.6807980049875312,0.6262376237623762,5.006644348303477,0.09090909090909091,0.9090909090909091,0.3125
