split,label_text,video_path,feature_path,raw_num_frames,used_num_frames,fps
train,blanket,data/wlasl_processed/train/blanket/65205.mp4,outputs/wlasl_features/features/train_blanket_65205.npz,54,54,23.97608311708814
train,bowling,data/wlasl_processed/train/bowling/07389.mp4,outputs/wlasl_features/features/train_bowling_07389.npz,82,82,29.97002997002997
train,bowling,data/wlasl_processed/train/bowling/07390.mp4,outputs/wlasl_features/features/train_bowling_07390.npz,28,28,23.976023976023978
train,bowling,data/wlasl_processed/train/bowling/07391.mp4,outputs/wlasl_features/features/train_bowling_07391.npz,26,26,23.976146807791224
train,bowling,data/wlasl_processed/train/bowling/07392.mp4,outputs/wlasl_features/features/train_bowling_07392.npz,30,30,23.97613043014954
train,bowling,data/wlasl_processed/train/bowling/07393.mp4,outputs/wlasl_features/features/train_bowling_07393.npz,61,61,29.97002997002997
train,bowling,data/wlasl_processed/train/bowling/07394.mp4,outputs/wlasl_features/features/train_bowling_07394.npz,98,96,30.00306153689152
train,bowling,data/wlasl_processed/train/bowling/07397.mp4,outputs/wlasl_features/features/train_bowling_07397.npz,52,51,29.97
train,bowling,data/wlasl_processed/train/bowling/07399.mp4,outputs/wlasl_features/features/train_bowling_07399.npz,66,65,29.97
train,bowling,data/wlasl_processed/train/bowling/65241.mp4,outputs/wlasl_features/features/train_bowling_65241.npz,61,61,23.976102507664493
train,bowling,data/wlasl_processed/train/bowling/65242.mp4,outputs/wlasl_features/features/train_bowling_65242.npz,90,90,29.97002997002997
train,brother,data/wlasl_processed/train/brother/07932.mp4,outputs/wlasl_features/features/train_brother_07932.npz,81,81,25.0
train,brother,data/wlasl_processed/train/brother/07933.mp4,outputs/wlasl_features/features/train_brother_07933.npz,80,80,29.97
train,brother,data/wlasl_processed/train/brother/07934.mp4,outputs/wlasl_features/features/train_brother_07934.npz,61,61,29.97002997002997
train,brother,data/wlasl_processed/train/brother/07935.mp4,outputs/wlasl_features/features/train_brother_07935.npz,46,46,29.97002997002997
train,brother,data/wlasl_processed/train/brother/07936.mp4,outputs/wlasl_features/features/train_brother_07936.npz,48,48,29.97002997002997
train,brother,data/wlasl_processed/train/brother/07937.mp4,outputs/wlasl_features/features/train_brother_07937.npz,66,66,29.97002997002997
train,brother,data/wlasl_processed/train/brother/07940.mp4,outputs/wlasl_features/features/train_brother_07940.npz,30,30,29.97
train,brother,data/wlasl_processed/train/brother/07943.mp4,outputs/wlasl_features/features/train_brother_07943.npz,87,87,30.318840916754844
train,brother,data/wlasl_processed/train/brother/65262.mp4,outputs/wlasl_features/features/train_brother_65262.npz,71,71,23.976046466253432
train,call,data/wlasl_processed/train/call/08689.mp4,outputs/wlasl_features/features/train_call_08689.npz,35,35,29.97002997002997
train,call,data/wlasl_processed/train/call/08690.mp4,outputs/wlasl_features/features/train_call_08690.npz,31,31,23.976075485966692
train,call,data/wlasl_processed/train/call/08691.mp4,outputs/wlasl_features/features/train_call_08691.npz,101,96,30.002970591147637
train,call,data/wlasl_processed/train/call/08692.mp4,outputs/wlasl_features/features/train_call_08692.npz,61,61,30.0
train,call,data/wlasl_processed/train/call/08702.mp4,outputs/wlasl_features/features/train_call_08702.npz,32,30,29.97
train,call,data/wlasl_processed/train/call/08713.mp4,outputs/wlasl_features/features/train_call_08713.npz,88,88,30.314831204956377
train,call,data/wlasl_processed/train/call/65290.mp4,outputs/wlasl_features/features/train_call_65290.npz,56,56,23.976023976023978
train,call,data/wlasl_processed/train/call/65556.mp4,outputs/wlasl_features/features/train_call_65556.npz,50,50,23.976087848385877
train,candy,data/wlasl_processed/train/candy/08916.mp4,outputs/wlasl_features/features/train_candy_08916.npz,88,88,29.97
train,candy,data/wlasl_processed/train/candy/08917.mp4,outputs/wlasl_features/features/train_candy_08917.npz,32,32,29.97002997002997
train,candy,data/wlasl_processed/train/candy/08919.mp4,outputs/wlasl_features/features/train_candy_08919.npz,86,86,29.97002997002997
train,candy,data/wlasl_processed/train/candy/08920.mp4,outputs/wlasl_features/features/train_candy_08920.npz,75,75,29.97002997002997
train,candy,data/wlasl_processed/train/candy/08921.mp4,outputs/wlasl_features/features/train_candy_08921.npz,58,58,30.0
train,candy,data/wlasl_processed/train/candy/08924.mp4,outputs/wlasl_features/features/train_candy_08924.npz,28,28,29.97
train,candy,data/wlasl_processed/train/candy/65298.mp4,outputs/wlasl_features/features/train_candy_65298.npz,59,59,23.976051040542554
train,candy,data/wlasl_processed/train/candy/65299.mp4,outputs/wlasl_features/features/train_candy_65299.npz,62,62,23.976075485966692
train,champion,data/wlasl_processed/train/champion/09918.mp4,outputs/wlasl_features/features/train_champion_09918.npz,28,28,23.976023976023978
train,champion,data/wlasl_processed/train/champion/09919.mp4,outputs/wlasl_features/features/train_champion_09919.npz,37,37,29.97002997002997
train,champion,data/wlasl_processed/train/champion/09920.mp4,outputs/wlasl_features/features/train_champion_09920.npz,31,31,29.97002997002997
train,champion,data/wlasl_processed/train/champion/09921.mp4,outputs/wlasl_features/features/train_champion_09921.npz,35,35,29.97002997002997
train,champion,data/wlasl_processed/train/champion/09924.mp4,outputs/wlasl_features/features/train_champion_09924.npz,50,48,29.97
train,champion,data/wlasl_processed/train/champion/09926.mp4,outputs/wlasl_features/features/train_champion_09926.npz,84,84,30.33144977650333
train,champion,data/wlasl_processed/train/champion/65330.mp4,outputs/wlasl_features/features/train_champion_65330.npz,60,60,29.97002997002997
train,change,data/wlasl_processed/train/change/09949.mp4,outputs/wlasl_features/features/train_change_09949.npz,76,76,24.0
train,change,data/wlasl_processed/train/change/09953.mp4,outputs/wlasl_features/features/train_change_09953.npz,88,88,29.97002997002997
train,change,data/wlasl_processed/train/change/09954.mp4,outputs/wlasl_features/features/train_change_09954.npz,31,31,23.976075485966692
train,change,data/wlasl_processed/train/change/09956.mp4,outputs/wlasl_features/features/train_change_09956.npz,29,29,23.976189163864852
train,change,data/wlasl_processed/train/change/09960.mp4,outputs/wlasl_features/features/train_change_09960.npz,98,96,30.00306153689152
train,change,data/wlasl_processed/train/change/09963.mp4,outputs/wlasl_features/features/train_change_09963.npz,52,51,29.97
train,change,data/wlasl_processed/train/change/09966.mp4,outputs/wlasl_features/features/train_change_09966.npz,72,72,29.97
train,change,data/wlasl_processed/train/change/09967.mp4,outputs/wlasl_features/features/train_change_09967.npz,45,45,29.97
train,change,data/wlasl_processed/train/change/09970.mp4,outputs/wlasl_features/features/train_change_09970.npz,84,84,30.33144977650333
train,cheat,data/wlasl_processed/train/cheat/10147.mp4,outputs/wlasl_features/features/train_cheat_10147.npz,72,72,25.0
train,cheat,data/wlasl_processed/train/cheat/10148.mp4,outputs/wlasl_features/features/train_cheat_10148.npz,33,33,23.97616914097503
train,cheat,data/wlasl_processed/train/cheat/10149.mp4,outputs/wlasl_features/features/train_cheat_10149.npz,41,41,23.9761408159685
train,cheat,data/wlasl_processed/train/cheat/10157.mp4,outputs/wlasl_features/features/train_cheat_10157.npz,55,53,29.97
train,cheat,data/wlasl_processed/train/cheat/10158.mp4,outputs/wlasl_features/features/train_cheat_10158.npz,42,41,29.97
train,cheat,data/wlasl_processed/train/cheat/10166.mp4,outputs/wlasl_features/features/train_cheat_10166.npz,94,94,30.29258379122356
train,check,data/wlasl_processed/train/check/10183.mp4,outputs/wlasl_features/features/train_check_10183.npz,71,71,25.0
train,check,data/wlasl_processed/train/check/10184.mp4,outputs/wlasl_features/features/train_check_10184.npz,91,91,29.97002997002997
train,check,data/wlasl_processed/train/check/10185.mp4,outputs/wlasl_features/features/train_check_10185.npz,44,44,23.976023976023978
train,check,data/wlasl_processed/train/check/10187.mp4,outputs/wlasl_features/features/train_check_10187.npz,95,95,30.00315822718181
train,check,data/wlasl_processed/train/check/10190.mp4,outputs/wlasl_features/features/train_check_10190.npz,62,61,29.97
train,check,data/wlasl_processed/train/check/10197.mp4,outputs/wlasl_features/features/train_check_10197.npz,96,96,30.285792482026128
train,check,data/wlasl_processed/train/check/10199.mp4,outputs/wlasl_features/features/train_check_10199.npz,82,82,30.340374572525587
train,check,data/wlasl_processed/train/check/65343.mp4,outputs/wlasl_features/features/train_check_65343.npz,75,75,23.976045266773465
train,cold,data/wlasl_processed/train/cold/11621.mp4,outputs/wlasl_features/features/train_cold_11621.npz,58,58,29.97002997002997
train,cold,data/wlasl_processed/train/cold/11622.mp4,outputs/wlasl_features/features/train_cold_11622.npz,75,75,29.97
train,cold,data/wlasl_processed/train/cold/11623.mp4,outputs/wlasl_features/features/train_cold_11623.npz,72,72,29.97002997002997
train,cold,data/wlasl_processed/train/cold/11624.mp4,outputs/wlasl_features/features/train_cold_11624.npz,30,30,29.97002997002997
train,cold,data/wlasl_processed/train/cold/11627.mp4,outputs/wlasl_features/features/train_cold_11627.npz,43,43,23.976023976023978
train,cold,data/wlasl_processed/train/cold/11633.mp4,outputs/wlasl_features/features/train_cold_11633.npz,69,68,29.97
train,cold,data/wlasl_processed/train/cold/11635.mp4,outputs/wlasl_features/features/train_cold_11635.npz,33,31,29.97
train,computer,data/wlasl_processed/train/computer/12311.mp4,outputs/wlasl_features/features/train_computer_12311.npz,72,72,29.97
train,computer,data/wlasl_processed/train/computer/12313.mp4,outputs/wlasl_features/features/train_computer_12313.npz,81,81,29.97002997002997
train,computer,data/wlasl_processed/train/computer/12314.mp4,outputs/wlasl_features/features/train_computer_12314.npz,43,43,29.97002997002997
train,computer,data/wlasl_processed/train/computer/12316.mp4,outputs/wlasl_features/features/train_computer_12316.npz,43,43,29.97002997002997
train,computer,data/wlasl_processed/train/computer/12317.mp4,outputs/wlasl_features/features/train_computer_12317.npz,53,53,29.97002997002997
train,computer,data/wlasl_processed/train/computer/12318.mp4,outputs/wlasl_features/features/train_computer_12318.npz,45,45,29.97002997002997
train,computer,data/wlasl_processed/train/computer/12319.mp4,outputs/wlasl_features/features/train_computer_12319.npz,40,40,29.97002997002997
train,computer,data/wlasl_processed/train/computer/12327.mp4,outputs/wlasl_features/features/train_computer_12327.npz,46,46,29.97
train,computer,data/wlasl_processed/train/computer/12328.mp4,outputs/wlasl_features/features/train_computer_12328.npz,88,88,29.97
train,computer,data/wlasl_processed/train/computer/12338.mp4,outputs/wlasl_features/features/train_computer_12338.npz,107,96,30.2530212549175
train,convince,data/wlasl_processed/train/convince/13134.mp4,outputs/wlasl_features/features/train_convince_13134.npz,72,72,24.0
train,convince,data/wlasl_processed/train/convince/13136.mp4,outputs/wlasl_features/features/train_convince_13136.npz,34,34,29.97002997002997
train,convince,data/wlasl_processed/train/convince/13137.mp4,outputs/wlasl_features/features/train_convince_13137.npz,36,36,23.976023976023978
train,convince,data/wlasl_processed/train/convince/13138.mp4,outputs/wlasl_features/features/train_convince_13138.npz,77,77,30.003896609949344
train,convince,data/wlasl_processed/train/convince/13143.mp4,outputs/wlasl_features/features/train_convince_13143.npz,52,50,29.97
train,convince,data/wlasl_processed/train/convince/13144.mp4,outputs/wlasl_features/features/train_convince_13144.npz,49,48,29.97
train,cool,data/wlasl_processed/train/cool/13199.mp4,outputs/wlasl_features/features/train_cool_13199.npz,56,56,29.97002997002997
train,cool,data/wlasl_processed/train/cool/13200.mp4,outputs/wlasl_features/features/train_cool_13200.npz,23,23,23.976093402520384
train,cool,data/wlasl_processed/train/cool/13201.mp4,outputs/wlasl_features/features/train_cool_13201.npz,91,91,30.0
train,cool,data/wlasl_processed/train/cool/13202.mp4,outputs/wlasl_features/features/train_cool_13202.npz,76,76,30.0
train,cool,data/wlasl_processed/train/cool/13208.mp4,outputs/wlasl_features/features/train_cool_13208.npz,59,57,29.97
train,cool,data/wlasl_processed/train/cool/13209.mp4,outputs/wlasl_features/features/train_cool_13209.npz,68,67,29.97
train,cool,data/wlasl_processed/train/cool/13213.mp4,outputs/wlasl_features/features/train_cool_13213.npz,56,55,29.97
train,cool,data/wlasl_processed/train/cool/13216.mp4,outputs/wlasl_features/features/train_cool_13216.npz,71,71,30.398577122530323
train,cool,data/wlasl_processed/train/cool/13217.mp4,outputs/wlasl_features/features/train_cool_13217.npz,74,74,30.380964122796204
train,cool,data/wlasl_processed/train/cool/65403.mp4,outputs/wlasl_features/features/train_cool_65403.npz,74,74,23.97606713298797
train,cool,data/wlasl_processed/train/cool/69281.mp4,outputs/wlasl_features/features/train_cool_69281.npz,77,77,29.97002997002997
train,corn,data/wlasl_processed/train/corn/13323.mp4,outputs/wlasl_features/features/train_corn_13323.npz,57,57,25.0
train,corn,data/wlasl_processed/train/corn/13326.mp4,outputs/wlasl_features/features/train_corn_13326.npz,90,90,29.97002997002997
train,corn,data/wlasl_processed/train/corn/13327.mp4,outputs/wlasl_features/features/train_corn_13327.npz,86,86,29.97002997002997
train,corn,data/wlasl_processed/train/corn/13328.mp4,outputs/wlasl_features/features/train_corn_13328.npz,33,33,23.97616914097503
train,corn,data/wlasl_processed/train/corn/13329.mp4,outputs/wlasl_features/features/train_corn_13329.npz,86,86,30.003488777764858
train,corn,data/wlasl_processed/train/corn/13333.mp4,outputs/wlasl_features/features/train_corn_13333.npz,34,32,29.97
train,corn,data/wlasl_processed/train/corn/13337.mp4,outputs/wlasl_features/features/train_corn_13337.npz,80,80,30.34975126267421
train,corn,data/wlasl_processed/train/corn/65408.mp4,outputs/wlasl_features/features/train_corn_65408.npz,63,63,23.976049322158605
train,corn,data/wlasl_processed/train/corn/65409.mp4,outputs/wlasl_features/features/train_corn_65409.npz,54,54,23.97608311708814
train,corn,data/wlasl_processed/train/corn/69282.mp4,outputs/wlasl_features/features/train_corn_69282.npz,86,86,29.97002997002997
train,cousin,data/wlasl_processed/train/cousin/13630.mp4,outputs/wlasl_features/features/train_cousin_13630.npz,106,96,29.97002997002997
train,cousin,data/wlasl_processed/train/cousin/13631.mp4,outputs/wlasl_features/features/train_cousin_13631.npz,71,71,29.97002997002997
train,cousin,data/wlasl_processed/train/cousin/13632.mp4,outputs/wlasl_features/features/train_cousin_13632.npz,71,71,29.97002997002997
